YEAR,WEATHER_CONDITION,PRIM_CONTRIBUTORY_CAUSE,COUNT
2022,RAIN,FAILING TO REDUCE SPEED TO AVOID CRASH,435
2022,RAIN,FAILING TO YIELD RIGHT-OF-WAY,1143
2022,RAIN,FOLLOWING TOO CLOSELY,796
2022,RAIN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),8
2022,RAIN,IMPROPER BACKING,196
2022,RAIN,IMPROPER LANE USAGE,250
2022,RAIN,IMPROPER OVERTAKING/PASSING,380
2022,RAIN,IMPROPER TURNING/NO SIGNAL,284
2022,RAIN,NOT APPLICABLE,382
2022,RAIN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",83
2022,RAIN,PASSING STOPPED SCHOOL BUS,1
2022,RAIN,PHYSICAL CONDITION OF DRIVER,58
2022,RAIN,RELATED TO BUS STOP,2
2022,RAIN,ROAD CONSTRUCTION/MAINTENANCE,15
2022,RAIN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,23
2022,RAIN,TEXTING,2
2022,RAIN,TURNING RIGHT ON RED,5
2022,RAIN,UNABLE TO DETERMINE,3068
2022,RAIN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),31
2022,RAIN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",38
2022,RAIN,WEATHER,470
2022,SEVERE CROSS WIND GATE,DISREGARDING TRAFFIC SIGNALS,1
2022,SEVERE CROSS WIND GATE,FAILING TO REDUCE SPEED TO AVOID CRASH,1
2022,SEVERE CROSS WIND GATE,FOLLOWING TOO CLOSELY,1
2022,SEVERE CROSS WIND GATE,IMPROPER LANE USAGE,1
2022,SEVERE CROSS WIND GATE,NOT APPLICABLE,3
2022,SEVERE CROSS WIND GATE,UNABLE TO DETERMINE,2
2022,SEVERE CROSS WIND GATE,WEATHER,3
2022,SLEET/HAIL,DISREGARDING TRAFFIC SIGNALS,3
2022,SLEET/HAIL,DRIVING ON WRONG SIDE/WRONG WAY,1
2022,SLEET/HAIL,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,4
2022,SLEET/HAIL,EQUIPMENT - VEHICLE CONDITION,2
2022,SLEET/HAIL,FAILING TO REDUCE SPEED TO AVOID CRASH,4
2022,SLEET/HAIL,FAILING TO YIELD RIGHT-OF-WAY,12
2022,SLEET/HAIL,FOLLOWING TOO CLOSELY,8
2022,SLEET/HAIL,IMPROPER BACKING,3
2022,SLEET/HAIL,IMPROPER LANE USAGE,4
2022,SLEET/HAIL,IMPROPER OVERTAKING/PASSING,3
2022,SLEET/HAIL,IMPROPER TURNING/NO SIGNAL,5
2022,SLEET/HAIL,NOT APPLICABLE,4
2022,SLEET/HAIL,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1
2022,SLEET/HAIL,ROAD CONSTRUCTION/MAINTENANCE,1
2022,SLEET/HAIL,UNABLE TO DETERMINE,36
2022,SLEET/HAIL,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2022,SLEET/HAIL,WEATHER,30
2022,SNOW,ANIMAL,1
2022,SNOW,CELL PHONE USE OTHER THAN TEXTING,5
2022,SNOW,DISREGARDING OTHER TRAFFIC SIGNS,7
2022,SNOW,DISREGARDING ROAD MARKINGS,3
2022,SNOW,DISREGARDING STOP SIGN,45
2022,SNOW,DISREGARDING TRAFFIC SIGNALS,87
2022,SNOW,DISREGARDING YIELD SIGN,2
2022,SNOW,DISTRACTION - FROM INSIDE VEHICLE,9
2022,SNOW,DISTRACTION - FROM OUTSIDE VEHICLE,10
2022,SNOW,DRIVING ON WRONG SIDE/WRONG WAY,26
2022,SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,104
2022,SNOW,EQUIPMENT - VEHICLE CONDITION,23
2022,SNOW,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",14
2022,SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,204
2022,SNOW,FAILING TO YIELD RIGHT-OF-WAY,348
2022,SNOW,FOLLOWING TOO CLOSELY,326
2022,SNOW,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),2
2022,SNOW,IMPROPER BACKING,106
2022,SNOW,IMPROPER LANE USAGE,94
2022,SNOW,IMPROPER OVERTAKING/PASSING,129
2022,SNOW,IMPROPER TURNING/NO SIGNAL,101
2022,SNOW,NOT APPLICABLE,173
2022,SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",40
2022,SNOW,PHYSICAL CONDITION OF DRIVER,19
2022,SNOW,RELATED TO BUS STOP,6
2022,SNOW,ROAD CONSTRUCTION/MAINTENANCE,7
2022,SNOW,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,10
2022,SNOW,TURNING RIGHT ON RED,3
2022,SNOW,UNABLE TO DETERMINE,1502
2022,SNOW,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),18
2022,SNOW,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",17
2022,SNOW,WEATHER,720
2022,UNKNOWN,ANIMAL,2
2022,UNKNOWN,CELL PHONE USE OTHER THAN TEXTING,1
2022,UNKNOWN,DISREGARDING OTHER TRAFFIC SIGNS,9
2022,UNKNOWN,DISREGARDING ROAD MARKINGS,1
2022,UNKNOWN,DISREGARDING STOP SIGN,33
2022,UNKNOWN,DISREGARDING TRAFFIC SIGNALS,37
2022,UNKNOWN,DISREGARDING YIELD SIGN,1
2022,UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,9
2022,UNKNOWN,DISTRACTION - FROM OUTSIDE VEHICLE,8
2022,UNKNOWN,DRIVING ON WRONG SIDE/WRONG WAY,22
2022,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,126
2022,UNKNOWN,EQUIPMENT - VEHICLE CONDITION,19
2022,UNKNOWN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",8
2022,UNKNOWN,FAILING TO REDUCE SPEED TO AVOID CRASH,134
2022,UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,219
2022,UNKNOWN,FOLLOWING TOO CLOSELY,292
2022,UNKNOWN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),13
2022,UNKNOWN,IMPROPER BACKING,173
2022,UNKNOWN,IMPROPER LANE USAGE,111
2022,UNKNOWN,IMPROPER OVERTAKING/PASSING,241
2022,UNKNOWN,IMPROPER TURNING/NO SIGNAL,104
2022,UNKNOWN,NOT APPLICABLE,304
2022,UNKNOWN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",28
2022,UNKNOWN,PHYSICAL CONDITION OF DRIVER,6
2022,UNKNOWN,RELATED TO BUS STOP,1
2022,UNKNOWN,ROAD CONSTRUCTION/MAINTENANCE,9
2022,UNKNOWN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,18
2022,UNKNOWN,TEXTING,1
2022,UNKNOWN,TURNING RIGHT ON RED,2
2022,UNKNOWN,UNABLE TO DETERMINE,5678
2022,UNKNOWN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),2
2022,UNKNOWN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",5
2022,UNKNOWN,WEATHER,13
2023,"BLOWING SAND, SOIL, DIRT",ROAD CONSTRUCTION/MAINTENANCE,1
2023,"BLOWING SAND, SOIL, DIRT",UNABLE TO DETERMINE,2
2023,BLOWING SNOW,DISREGARDING TRAFFIC SIGNALS,2
2023,BLOWING SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,1
2023,BLOWING SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,1
2023,BLOWING SNOW,FAILING TO YIELD RIGHT-OF-WAY,7
2023,BLOWING SNOW,FOLLOWING TOO CLOSELY,1
2023,BLOWING SNOW,IMPROPER LANE USAGE,1
2023,BLOWING SNOW,IMPROPER OVERTAKING/PASSING,1
2023,BLOWING SNOW,IMPROPER TURNING/NO SIGNAL,1
2023,BLOWING SNOW,NOT APPLICABLE,1
2023,BLOWING SNOW,UNABLE TO DETERMINE,12
2023,BLOWING SNOW,WEATHER,13
2023,CLEAR,ANIMAL,64
2023,CLEAR,BICYCLE ADVANCING LEGALLY ON RED LIGHT,2
2023,CLEAR,CELL PHONE USE OTHER THAN TEXTING,84
2023,CLEAR,DISREGARDING OTHER TRAFFIC SIGNS,137
2023,CLEAR,DISREGARDING ROAD MARKINGS,52
2023,CLEAR,DISREGARDING STOP SIGN,636
2023,CLEAR,DISREGARDING TRAFFIC SIGNALS,1452
2023,CLEAR,DISREGARDING YIELD SIGN,20
2023,CLEAR,DISTRACTION - FROM INSIDE VEHICLE,461
2023,CLEAR,DISTRACTION - FROM OUTSIDE VEHICLE,215
2023,CLEAR,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",32
2023,CLEAR,DRIVING ON WRONG SIDE/WRONG WAY,450
2023,CLEAR,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2813
2023,CLEAR,EQUIPMENT - VEHICLE CONDITION,371
2023,CLEAR,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",110
2023,CLEAR,FAILING TO REDUCE SPEED TO AVOID CRASH,2675
2023,CLEAR,FAILING TO YIELD RIGHT-OF-WAY,7889
2023,CLEAR,FOLLOWING TOO CLOSELY,5992
2023,CLEAR,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),49
2023,CLEAR,IMPROPER BACKING,2301
2023,CLEAR,IMPROPER LANE USAGE,2122
2023,CLEAR,IMPROPER OVERTAKING/PASSING,3900
2023,CLEAR,IMPROPER TURNING/NO SIGNAL,2429
2023,CLEAR,MOTORCYCLE ADVANCING LEGALLY ON RED LIGHT,2
2023,CLEAR,NOT APPLICABLE,3761
2023,CLEAR,OBSTRUCTED CROSSWALKS,12
2023,CLEAR,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",944
2023,CLEAR,PASSING STOPPED SCHOOL BUS,4
2023,CLEAR,PHYSICAL CONDITION OF DRIVER,390
2023,CLEAR,RELATED TO BUS STOP,53
2023,CLEAR,ROAD CONSTRUCTION/MAINTENANCE,114
2023,CLEAR,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,132
2023,CLEAR,TEXTING,22
2023,CLEAR,TURNING RIGHT ON RED,75
2023,CLEAR,UNABLE TO DETERMINE,26141
2023,CLEAR,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),236
2023,CLEAR,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",392
2023,CLEAR,WEATHER,94
2023,CLOUDY/OVERCAST,ANIMAL,3
2023,CLOUDY/OVERCAST,CELL PHONE USE OTHER THAN TEXTING,1
2023,CLOUDY/OVERCAST,DISREGARDING OTHER TRAFFIC SIGNS,6
2023,CLOUDY/OVERCAST,DISREGARDING ROAD MARKINGS,1
2023,CLOUDY/OVERCAST,DISREGARDING STOP SIGN,15
2023,CLOUDY/OVERCAST,DISREGARDING TRAFFIC SIGNALS,56
2023,CLOUDY/OVERCAST,DISTRACTION - FROM INSIDE VEHICLE,16
2023,CLOUDY/OVERCAST,DISTRACTION - FROM OUTSIDE VEHICLE,5
2023,CLOUDY/OVERCAST,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",2
2023,CLOUDY/OVERCAST,DRIVING ON WRONG SIDE/WRONG WAY,18
2023,CLOUDY/OVERCAST,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,146
2023,CLOUDY/OVERCAST,EQUIPMENT - VEHICLE CONDITION,17
2023,CLOUDY/OVERCAST,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",10
2023,CLOUDY/OVERCAST,FAILING TO REDUCE SPEED TO AVOID CRASH,89
2023,CLOUDY/OVERCAST,FAILING TO YIELD RIGHT-OF-WAY,299
2023,CLOUDY/OVERCAST,FOLLOWING TOO CLOSELY,195
2023,CLOUDY/OVERCAST,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2023,CLOUDY/OVERCAST,IMPROPER BACKING,90
2023,CLOUDY/OVERCAST,IMPROPER LANE USAGE,71
2023,CLOUDY/OVERCAST,IMPROPER OVERTAKING/PASSING,152
2023,CLOUDY/OVERCAST,IMPROPER TURNING/NO SIGNAL,99
2023,CLOUDY/OVERCAST,NOT APPLICABLE,151
2023,CLOUDY/OVERCAST,OBSTRUCTED CROSSWALKS,2
2023,CLOUDY/OVERCAST,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",34
2023,CLOUDY/OVERCAST,PHYSICAL CONDITION OF DRIVER,12
2023,CLOUDY/OVERCAST,RELATED TO BUS STOP,4
2023,CLOUDY/OVERCAST,ROAD CONSTRUCTION/MAINTENANCE,4
2023,CLOUDY/OVERCAST,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,4
2023,CLOUDY/OVERCAST,TURNING RIGHT ON RED,2
2023,CLOUDY/OVERCAST,UNABLE TO DETERMINE,932
2023,CLOUDY/OVERCAST,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),6
2023,CLOUDY/OVERCAST,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",26
2023,CLOUDY/OVERCAST,WEATHER,10
2023,FOG/SMOKE/HAZE,DISREGARDING OTHER TRAFFIC SIGNS,1
2023,FOG/SMOKE/HAZE,DISREGARDING STOP SIGN,1
2023,FOG/SMOKE/HAZE,DISREGARDING TRAFFIC SIGNALS,5
2023,FOG/SMOKE/HAZE,DISTRACTION - FROM INSIDE VEHICLE,1
2023,FOG/SMOKE/HAZE,DISTRACTION - FROM OUTSIDE VEHICLE,1
2023,FOG/SMOKE/HAZE,DRIVING ON WRONG SIDE/WRONG WAY,2
2023,FOG/SMOKE/HAZE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,2
2023,FOG/SMOKE/HAZE,FAILING TO REDUCE SPEED TO AVOID CRASH,5
2023,FOG/SMOKE/HAZE,FAILING TO YIELD RIGHT-OF-WAY,20
2023,FOG/SMOKE/HAZE,FOLLOWING TOO CLOSELY,5
2023,FOG/SMOKE/HAZE,IMPROPER BACKING,5
2023,FOG/SMOKE/HAZE,IMPROPER LANE USAGE,3
2023,FOG/SMOKE/HAZE,IMPROPER OVERTAKING/PASSING,8
2023,FOG/SMOKE/HAZE,IMPROPER TURNING/NO SIGNAL,3
2023,FOG/SMOKE/HAZE,NOT APPLICABLE,3
2023,FOG/SMOKE/HAZE,PHYSICAL CONDITION OF DRIVER,2
2023,FOG/SMOKE/HAZE,ROAD CONSTRUCTION/MAINTENANCE,1
2023,FOG/SMOKE/HAZE,UNABLE TO DETERMINE,50
2023,FOG/SMOKE/HAZE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2023,FOG/SMOKE/HAZE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",1
2023,FOG/SMOKE/HAZE,WEATHER,4
2023,FREEZING RAIN/DRIZZLE,CELL PHONE USE OTHER THAN TEXTING,1
2023,FREEZING RAIN/DRIZZLE,DISREGARDING STOP SIGN,3
2023,FREEZING RAIN/DRIZZLE,DISREGARDING TRAFFIC SIGNALS,9
2023,FREEZING RAIN/DRIZZLE,DISTRACTION - FROM OUTSIDE VEHICLE,2
2023,FREEZING RAIN/DRIZZLE,DRIVING ON WRONG SIDE/WRONG WAY,1
2023,FREEZING RAIN/DRIZZLE,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,12
2023,FREEZING RAIN/DRIZZLE,EQUIPMENT - VEHICLE CONDITION,1
2023,FREEZING RAIN/DRIZZLE,FAILING TO REDUCE SPEED TO AVOID CRASH,10
2023,FREEZING RAIN/DRIZZLE,FAILING TO YIELD RIGHT-OF-WAY,30
2023,FREEZING RAIN/DRIZZLE,FOLLOWING TOO CLOSELY,19
2023,FREEZING RAIN/DRIZZLE,IMPROPER BACKING,3
2023,FREEZING RAIN/DRIZZLE,IMPROPER LANE USAGE,6
2023,FREEZING RAIN/DRIZZLE,IMPROPER OVERTAKING/PASSING,11
2023,FREEZING RAIN/DRIZZLE,IMPROPER TURNING/NO SIGNAL,20
2023,FREEZING RAIN/DRIZZLE,NOT APPLICABLE,9
2023,FREEZING RAIN/DRIZZLE,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",1
2023,FREEZING RAIN/DRIZZLE,PHYSICAL CONDITION OF DRIVER,1
2023,FREEZING RAIN/DRIZZLE,UNABLE TO DETERMINE,70
2023,FREEZING RAIN/DRIZZLE,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2
2023,FREEZING RAIN/DRIZZLE,WEATHER,26
2023,OTHER,DISREGARDING STOP SIGN,2
2023,OTHER,DISREGARDING TRAFFIC SIGNALS,1
2023,OTHER,DISTRACTION - FROM INSIDE VEHICLE,2
2023,OTHER,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,8
2023,OTHER,EQUIPMENT - VEHICLE CONDITION,4
2023,OTHER,FAILING TO REDUCE SPEED TO AVOID CRASH,8
2023,OTHER,FAILING TO YIELD RIGHT-OF-WAY,10
2023,OTHER,FOLLOWING TOO CLOSELY,12
2023,OTHER,IMPROPER BACKING,4
2023,OTHER,IMPROPER LANE USAGE,3
2023,OTHER,IMPROPER OVERTAKING/PASSING,4
2023,OTHER,IMPROPER TURNING/NO SIGNAL,9
2023,OTHER,NOT APPLICABLE,13
2023,OTHER,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",5
2023,OTHER,PHYSICAL CONDITION OF DRIVER,4
2023,OTHER,ROAD CONSTRUCTION/MAINTENANCE,1
2023,OTHER,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,2
2023,OTHER,UNABLE TO DETERMINE,106
2023,OTHER,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),3
2023,OTHER,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",2
2023,OTHER,WEATHER,8
2023,RAIN,ANIMAL,1
2023,RAIN,CELL PHONE USE OTHER THAN TEXTING,12
2023,RAIN,DISREGARDING OTHER TRAFFIC SIGNS,16
2023,RAIN,DISREGARDING ROAD MARKINGS,5
2023,RAIN,DISREGARDING STOP SIGN,93
2023,RAIN,DISREGARDING TRAFFIC SIGNALS,177
2023,RAIN,DISTRACTION - FROM INSIDE VEHICLE,38
2023,RAIN,DISTRACTION - FROM OUTSIDE VEHICLE,23
2023,RAIN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",3
2023,RAIN,DRIVING ON WRONG SIDE/WRONG WAY,50
2023,RAIN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,260
2023,RAIN,EQUIPMENT - VEHICLE CONDITION,52
2023,RAIN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",11
2023,RAIN,FAILING TO REDUCE SPEED TO AVOID CRASH,338
2023,RAIN,FAILING TO YIELD RIGHT-OF-WAY,920
2023,RAIN,FOLLOWING TOO CLOSELY,639
2023,RAIN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),5
2023,RAIN,IMPROPER BACKING,166
2023,RAIN,IMPROPER LANE USAGE,190
2023,RAIN,IMPROPER OVERTAKING/PASSING,306
2023,RAIN,IMPROPER TURNING/NO SIGNAL,267
2023,RAIN,NOT APPLICABLE,385
2023,RAIN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",79
2023,RAIN,PHYSICAL CONDITION OF DRIVER,41
2023,RAIN,RELATED TO BUS STOP,9
2023,RAIN,ROAD CONSTRUCTION/MAINTENANCE,11
2023,RAIN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,6
2023,RAIN,TEXTING,2
2023,RAIN,TURNING RIGHT ON RED,10
2023,RAIN,UNABLE TO DETERMINE,2750
2023,RAIN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),35
2023,RAIN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",46
2023,RAIN,WEATHER,391
2023,SEVERE CROSS WIND GATE,NOT APPLICABLE,1
2023,SEVERE CROSS WIND GATE,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2023,SEVERE CROSS WIND GATE,WEATHER,3
2023,SLEET/HAIL,DISREGARDING STOP SIGN,1
2023,SLEET/HAIL,DISREGARDING TRAFFIC SIGNALS,1
2023,SLEET/HAIL,FAILING TO REDUCE SPEED TO AVOID CRASH,2
2023,SLEET/HAIL,FAILING TO YIELD RIGHT-OF-WAY,6
2023,SLEET/HAIL,FOLLOWING TOO CLOSELY,7
2023,SLEET/HAIL,IMPROPER BACKING,1
2023,SLEET/HAIL,IMPROPER LANE USAGE,3
2023,SLEET/HAIL,IMPROPER OVERTAKING/PASSING,2
2023,SLEET/HAIL,IMPROPER TURNING/NO SIGNAL,5
2023,SLEET/HAIL,NOT APPLICABLE,4
2023,SLEET/HAIL,TEXTING,1
2023,SLEET/HAIL,UNABLE TO DETERMINE,24
2023,SLEET/HAIL,WEATHER,14
2023,SNOW,DISREGARDING OTHER TRAFFIC SIGNS,5
2023,SNOW,DISREGARDING STOP SIGN,9
2023,SNOW,DISREGARDING TRAFFIC SIGNALS,26
2023,SNOW,DISREGARDING YIELD SIGN,1
2023,SNOW,DISTRACTION - FROM INSIDE VEHICLE,8
2023,SNOW,DISTRACTION - FROM OUTSIDE VEHICLE,5
2023,SNOW,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",2
2023,SNOW,DRIVING ON WRONG SIDE/WRONG WAY,12
2023,SNOW,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,48
2023,SNOW,EQUIPMENT - VEHICLE CONDITION,9
2023,SNOW,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",2
2023,SNOW,FAILING TO REDUCE SPEED TO AVOID CRASH,70
2023,SNOW,FAILING TO YIELD RIGHT-OF-WAY,159
2023,SNOW,FOLLOWING TOO CLOSELY,140
2023,SNOW,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),1
2023,SNOW,IMPROPER BACKING,36
2023,SNOW,IMPROPER LANE USAGE,45
2023,SNOW,IMPROPER OVERTAKING/PASSING,56
2023,SNOW,IMPROPER TURNING/NO SIGNAL,53
2023,SNOW,NOT APPLICABLE,88
2023,SNOW,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",17
2023,SNOW,PHYSICAL CONDITION OF DRIVER,13
2023,SNOW,RELATED TO BUS STOP,1
2023,SNOW,ROAD CONSTRUCTION/MAINTENANCE,2
2023,SNOW,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,3
2023,SNOW,TURNING RIGHT ON RED,1
2023,SNOW,UNABLE TO DETERMINE,602
2023,SNOW,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),4
2023,SNOW,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",5
2023,SNOW,WEATHER,251
2023,UNKNOWN,ANIMAL,5
2023,UNKNOWN,CELL PHONE USE OTHER THAN TEXTING,4
2023,UNKNOWN,DISREGARDING OTHER TRAFFIC SIGNS,2
2023,UNKNOWN,DISREGARDING ROAD MARKINGS,2
2023,UNKNOWN,DISREGARDING STOP SIGN,18
2023,UNKNOWN,DISREGARDING TRAFFIC SIGNALS,34
2023,UNKNOWN,DISTRACTION - FROM INSIDE VEHICLE,9
2023,UNKNOWN,DISTRACTION - FROM OUTSIDE VEHICLE,8
2023,UNKNOWN,"DISTRACTION - OTHER ELECTRONIC DEVICE (NAVIGATION DEVICE, DVD PLAYER, ETC.)",1
2023,UNKNOWN,DRIVING ON WRONG SIDE/WRONG WAY,22
2023,UNKNOWN,DRIVING SKILLS/KNOWLEDGE/EXPERIENCE,141
2023,UNKNOWN,EQUIPMENT - VEHICLE CONDITION,8
2023,UNKNOWN,"EVASIVE ACTION DUE TO ANIMAL, OBJECT, NONMOTORIST",4
2023,UNKNOWN,FAILING TO REDUCE SPEED TO AVOID CRASH,127
2023,UNKNOWN,FAILING TO YIELD RIGHT-OF-WAY,253
2023,UNKNOWN,FOLLOWING TOO CLOSELY,340
2023,UNKNOWN,HAD BEEN DRINKING (USE WHEN ARREST IS NOT MADE),5
2023,UNKNOWN,IMPROPER BACKING,155
2023,UNKNOWN,IMPROPER LANE USAGE,77
2023,UNKNOWN,IMPROPER OVERTAKING/PASSING,290
2023,UNKNOWN,IMPROPER TURNING/NO SIGNAL,85
2023,UNKNOWN,NOT APPLICABLE,373
2023,UNKNOWN,"OPERATING VEHICLE IN ERRATIC, RECKLESS, CARELESS, NEGLIGENT OR AGGRESSIVE MANNER",22
2023,UNKNOWN,PHYSICAL CONDITION OF DRIVER,6
2023,UNKNOWN,ROAD CONSTRUCTION/MAINTENANCE,8
2023,UNKNOWN,ROAD ENGINEERING/SURFACE/MARKING DEFECTS,14
2023,UNKNOWN,TURNING RIGHT ON RED,4
2023,UNKNOWN,UNABLE TO DETERMINE,5383
2023,UNKNOWN,UNDER THE INFLUENCE OF ALCOHOL/DRUGS (USE WHEN ARREST IS EFFECTED),1
2023,UNKNOWN,"VISION OBSCURED (SIGNS, TREE LIMBS, BUILDINGS, ETC.)",6
2023,UNKNOWN,WEATHER,4
